ReNamn;Företag;Gruppnamn;RE;StartHour;EndHour;StartMonth;EndMonth;Hur de tar ut abonnerad effekt/höglast;Källa;Kommentar
REL00897;Öresundskraft AB;Gamla Öresundskraft;REL00897Gamla Öresundskraft;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL00897;Öresundskraft AB;Ängelholm;REL00897Ängelholm;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL00897;Öresundskraft AB;Nordvästra;REL00897Nordvästra;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL00904;Öresundskraft AB;Nordvästra;REL00904Nordvästra;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL00904;Öresundskraft AB;Ängelholm;REL00904Ängelholm;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL00904;Öresundskraft AB;Hälsingborg;REL00904Hälsingborg;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL00904;Öresundskraft AB;;REL00904;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL03045;Öresundskraft Elnät AB;;REL03045;6;22;11;3;Abonnemangsavgiften erläggs för den abonnerade effekten, vilken ska motsvara minst den högsta under året uttagna entimmeseffekten. För överuttag erläggs dubbel abonnemangsavgift enligt ovan. Abonnemangsändringar skall ske vid kalenderårsskifte och framställning om ändring skall göras minst en månad i förväg. (vi räknar med att det aldrig blir överuttag). Höglastavgiften erläggs för höglasteffekten, vilken ska motsvara minst den högsta under vintervardag uttagna entimmeseffekten. Med vintervardag avses måndag-fredag kl 06-22 under månaderna januari, februari, mars, november och december. ;https://www.oresundskraft.se/foretag/elnat/elnatsavgifter/effektabonnemang-lokalnat/;
REL00252;Österfärnebo El ek. för.;;REL00252;-;-;-;-;;https://www.energinyheter.se/20190803/15902/sandviken-energi-forvarvar-osterfarnebos-elnat;Köptes upp av Sandviken energi 2017
REL00253;Österlens Kraft Ek För;;REL00253;-;-;-;-;Abonnerad effekt avtalas på årsbasis;https://www.osterlenskraft.se/elnat/tariffer/;
REL00364;Österlens Kraft Elnät AB;Simrishamn/Tomelilla;REL00364Simrishamn/Tomelilla;-;-;-;-;Abonnerad effekt avtalas på årsbasis;https://www.osterlenskraft.se/elnat/tariffer/;
REL00364;Österlens Kraft Elnät AB;Simrishamn;REL00364Simrishamn;-;-;-;-;Abonnerad effekt avtalas på årsbasis;https://www.osterlenskraft.se/elnat/tariffer/;
REL00162;Österlens Kraft Produktion AB;;REL00162;-;-;-;-;Abonnerad effekt avtalas på årsbasis;https://www.osterlenskraft.se/elnat/tariffer/;
REL00255;Östra Kinds Elkraft ek. för.;;REL00255;-;-;-;-;Årseffekt bestäms i förväg Under månaden utnyttjad aktiv effekt anses vara högsta timvärdet, per månad, för uttagen medeleffekt per timme. De har avgift för överuttag, men vi räknar med att de inte tar ut mer än vad de avtalat förr (som är deras högsta årseffektopp);https://www.ostrakindselkraft.se/elnatsavgifter/;
REL03062;Östra Kinds Elnät AB;;REL03062;-;-;-;-;Årseffekt bestäms i förväg Under månaden utnyttjad aktiv effekt anses vara högsta timvärdet, per månad, för uttagen medeleffekt per timme. De har avgift för överuttag, men vi räknar med att de inte tar ut mer än vad de avtalat förr (som är deras högsta årseffektopp);https://www.ostrakindselkraft.se/elnatsavgifter/;
REL00029;Övertorneå Energi AB;;REL00029;-;-;-;-;Månadseffektavgift (kr/kW*mån) betalas för den högst uttagna medeleffekten (högsta timvärde) under månaden. Dock minst abonnerad effekt. Överuttagsavgift (kr/kW*mån) betalas för den högst uttagna medeleffekten (högsta timvärde), vars del överstiger abonnerad effekt under vardag mellan klockan 06-22 för var och en av månaderna januari, februari, mars, november, december.;https://www.xn--vertorneenergi-sib7x.se/elnat/natpriser/;
REL00257;Övik Energi Nät AB;;REL00257;-;-;-;-;Abonnemangsavgift som beräknas utifrån den avtalade effekten och faktureras per månad genom att avgiften delas med tolv. Aktiv effektavgift som beräknas utifrån den avtalade effekten och faktureras per månad genom att avgiften delas med tolv. De har med överuttag, men vi räknar med at abonnerad effekt är årets effekttopp;https://www.ovikenergi.se/foretag-brf/elnat/priser-och-villkor/effekt-lagspanning;
